"candidate_id","candidate_first_name","candidate_last_name","candidate_mobile","candidate_alternate_mobile","candidate_email","candidate_skype","candidate_linkedIn_profile","candidate_skills","candidate_experience","candidate_expected_salary","candidate_expected_joining_date","candidate_marrital_status","candidate_machine_round","candidate_technical_interview_round","candidate_hr_interview_round","candidate_selection_status","candidate_feedback","source_of_candidate","candidate_address","candidate_document_proof","tenth_percentage","twelfth_percentage","graduationPercentage","profile","created_at","updated_at","__v"
"79","Vivekwordpress","Sir","4578965241","32456321344","vivekwordpress@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","WordPress Developer","6","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787355054.pdf","98","78","66","04","2024-07-12T11:01:59.012Z","2024-07-12T12:29:15.059Z","0"
"80","Vishal","Sir","4578965241","32456321344","vishal@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","WordPress Developer","6","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787387020.pdf","98","78","66","04","2024-07-12T11:02:20.014Z","2024-07-12T12:29:47.034Z","0"
"81","Yogesh","Mishra","4578965241","32456321344","yogesh@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","WordPress Developer","6","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787372416.pdf","98","78","66","05","2024-07-12T11:03:06.107Z","2024-07-12T12:29:32.429Z","0"
"82","Arun","Shrama","4578965241","32456321344","arun@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","WordPress Developer","6","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Rejected","good","Universal","test","candidate/document/1720787295886.pdf","98","78","66","06","2024-07-12T11:03:54.228Z","2024-07-12T12:28:15.893Z","0"
"83","Ravendra","Sir","4578965241","32456321344","ravendra@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","WordPress Developer","6","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","On Hold","good","Universal","test","candidate/document/1720787305023.pdf","98","78","66","07","2024-07-12T11:04:24.706Z","2024-07-12T12:28:25.035Z","0"
"84","Anil","Sir","4578965241","32456321344","anil@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","WordPress Developer","6","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787313628.pdf","98","78","66","08","2024-07-12T11:05:26.437Z","2024-07-12T12:28:33.629Z","0"
"85","Rohit","Sir","4578965241","32456321344","rohit@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","WordPress Developer","6","1000000","2024-07-02T00:00:00.000Z","unmarried","1","1","1","Hired","good","Universal","test","candidate/document/1720787322652.pdf","98","78","66","10","2024-07-12T11:05:42.982Z","2024-07-12T12:28:42.665Z","0"
"88","Rupalif","A","7067424674","8855669977","rupalif@gmail.com","","","Drupal Developer","4","60000","","","","","","Hired","","","test","","","","","07","2024-07-12T13:52:40.662Z","2024-07-12T13:52:58.626Z","0"
"89","Arpita","Garg","7067424674","7067424674","arpita@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","MEAN Developer","6","1000000","2024-07-09T00:00:00.000Z","","","","","","","","","candidate/document/1721035749763.pdf","","","","02","2024-07-15T09:29:09.779Z","2024-07-15T09:29:09.779Z","0"
"90","Simran","A","4578965241","8855669977","simran@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","Node.js","2","1000000","","","","","","","","","test","","","","","07","2024-07-17T09:47:45.199Z","2024-07-17T09:47:45.199Z","0"
"91","Simran1","A","4578965241","8855669977","simran1@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","Magento","2","1000000","","","","","","","","","test","","","","","07","2024-07-17T09:49:52.760Z","2024-07-17T09:49:52.760Z","0"
"93","Test","A","4578965241","7766554433","test@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","Node.js, HTML, Php, Apache","4","60000","","","","","","","","","test","","","","","13","2024-07-17T13:37:45.222Z","2024-07-17T13:37:45.222Z","0"
"96","Teacher","A","4578965241","7766554433","teacher@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","Node.js, HTML, Php, Apache","4","60000","","","","","","","","","test","","","","","13","2024-07-17T13:38:35.699Z","2024-07-17T13:38:35.699Z","0"
"94","Jyoti T","A","4578965241","7766554433","jyoti@gmail.com","live:.cid.323601a149467e45","https://www.linkedin.com/in/mahima-garg-335061298/","Node.js, JavaScript, Python, HTML","4","1000000","2024-07-09T00:00:00.000Z","unmarried","1","1","1","Rejected","good","","test","candidate/document/1721293727376.pdf","90","87","89","08","2024-07-17T13:55:59.820Z","2024-07-18T09:08:47.384Z","0"
